(base) kacper@macbook-pro-kacper-3 NYPD_project_final % python main.py /Users/kacper/Desktop/NYPD_project_final/data /Users/kacper/Desktop/NYPD_project_final/results
Analysis complete. Results have been saved in: /Users/kacper/Desktop/NYPD_project_final/results
         3961048 function calls (3956168 primitive calls) in 2.906 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dimensions.py:246(SheetFormatProperties)
        1    0.000    0.000    0.000    0.000 dimensions.py:26(Dimension)
        4    0.000    0.000    0.000    0.000 dimensions.py:260(__init__)
        1    0.000    0.000    0.000    0.000 dimensions.py:282(SheetDimension)
        2    0.000    0.000    0.000    0.000 dimensions.py:288(__init__)
        2    0.000    0.000    0.000    0.000 dimensions.py:294(boundaries)
        1    0.000    0.000    0.002    0.002 dimensions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dimensions.py:65(RowDimension)
        1    0.000    0.000    0.000    0.000 drawing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 drawing.py:16(Drawing)
        1    0.000    0.000    0.000    0.000 drawing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 drawing.py:7(Drawing)
        1    0.000    0.000    0.004    0.004 drawings.py:5(<module>)
       12    0.000    0.000    0.000    0.000 dtypes.py:1206(is_dtype)
       13    0.000    0.000    0.000    0.000 dtypes.py:1290(__init__)
        1    0.000    0.000    0.000    0.000 effect.py:107(BlurEffect)
        1    0.000    0.000    0.000    0.000 effect.py:120(BiLevelEffect)
        1    0.000    0.000    0.000    0.000 effect.py:130(AlphaReplaceEffect)
        1    0.000    0.000    0.000    0.000 effect.py:140(AlphaModulateFixedEffect)
        1    0.000    0.000    0.000    0.000 effect.py:150(EffectContainer)
        1    0.000    0.000    0.000    0.000 effect.py:163(AlphaModulateEffect)
        1    0.000    0.000    0.000    0.000 effect.py:173(AlphaInverseEffect)
        1    0.000    0.000    0.000    0.000 effect.py:177(AlphaFloorEffect)
        1    0.000    0.000    0.000    0.000 effect.py:18(TintEffect)
        1    0.000    0.000    0.000    0.000 effect.py:181(AlphaCeilingEffect)
        1    0.000    0.000    0.000    0.000 effect.py:185(AlphaBiLevelEffect)
        1    0.000    0.000    0.000    0.000 effect.py:195(GlowEffect)
        1    0.000    0.000    0.000    0.000 effect.py:216(InnerShadowEffect)
        1    0.000    0.000    0.000    0.000 effect.py:243(OuterShadow)
        1    0.000    0.000    0.000    0.000 effect.py:290(PresetShadowEffect)
        1    0.000    0.000    0.002    0.002 effect.py:3(<module>)
        1    0.000    0.000    0.000    0.000 effect.py:319(ReflectionEffect)
        1    0.000    0.000    0.000    0.000 effect.py:33(LuminanceEffect)
        1    0.000    0.000    0.000    0.000 effect.py:368(SoftEdgesEffect)
        1    0.000    0.000    0.000    0.000 effect.py:378(EffectList)
        1    0.000    0.000    0.000    0.000 effect.py:48(HSLEffect)
        1    0.000    0.000    0.000    0.000 effect.py:64(GrayscaleEffect)
        1    0.000    0.000    0.000    0.000 effect.py:69(FillOverlayEffect)
        1    0.000    0.000    0.000    0.000 effect.py:79(DuotoneEffect)
        1    0.000    0.000    0.000    0.000 effect.py:83(ColorReplaceEffect)
        1    0.000    0.000    0.000    0.000 effect.py:87(Color)
        1    0.000    0.000    0.000    0.000 effect.py:91(ColorChangeEffect)
       28    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        6    0.000    0.000    0.000    0.000 enum.py:164(__prepare__)
        6    0.000    0.000    0.001    0.000 enum.py:179(__new__)
        6    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
       52    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        6    0.000    0.000    0.000    0.000 enum.py:221(<setcomp>)
       18    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
       52    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      104    0.000    0.000    0.000    0.000 enum.py:358(__call__)
        6    0.000    0.000    0.000    0.000 enum.py:415(__getattr__)
       52    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
       58    0.000    0.000    0.000    0.000 enum.py:462(__setattr__)
        6    0.000    0.000    0.000    0.000 enum.py:561(_check_for_existing_members)
       12    0.000    0.000    0.000    0.000 enum.py:571(_get_mixins_)
       12    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
        6    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
      104    0.000    0.000    0.000    0.000 enum.py:670(__new__)
       71    0.000    0.000    0.000    0.000 enum.py:792(value)
        6    0.000    0.000    0.000    0.000 enum.py:81(__init__)
       52    0.000    0.000    0.000    0.000 enum.py:88(__setitem__)
        2    0.000    0.000    0.000    0.000 enum.py:971(__or__)
       50    0.000    0.000    0.000    0.000 enum.py:977(__and__)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 error.py:22(VerificationMissing)
        1    0.000    0.000    0.000    0.000 error.py:28(PkgConfigError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 error_bar.py:23(ErrorBars)
        1    0.000    0.000    0.000    0.000 error_bar.py:3(<module>)
        2    0.000    0.000    0.000    0.000 escape.py:26(unescape)
        1    0.000    0.000    0.000    0.000 escape.py:3(<module>)
        2    0.000    0.000    0.000    0.000 excel.py:100(_find_workbook_part)
        1    0.000    0.000    0.000    0.000 excel.py:116(ExcelReader)
        2    0.000    0.000    0.000    0.000 excel.py:122(__init__)
        2    0.000    0.000    0.004    0.002 excel.py:133(read_manifest)
        2    0.001    0.000    0.491    0.245 excel.py:139(read_strings)
        2    0.000    0.000    0.008    0.004 excel.py:147(read_workbook)
        2    0.000    0.000    0.000    0.000 excel.py:170(read_properties)
        2    0.000    0.000    0.000    0.000 excel.py:176(read_theme)
        2    0.000    0.000    0.013    0.006 excel.py:203(read_worksheets)
        1    0.000    0.000    0.000    0.000 excel.py:21(HexBinary)
        1    0.000    0.000    0.000    0.000 excel.py:26(UniversalMeasure)
        2    0.000    0.000    0.528    0.264 excel.py:275(read)
        2    0.000    0.000    0.528    0.264 excel.py:288(load_workbook)
        2    0.000    0.000    0.151    0.075 excel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:31(TextPoint)
        1    0.000    0.000    0.021    0.021 excel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:45(ExcelWriter)
        1    0.000    0.000    0.000    0.000 excel.py:45(Percentage)
        4    0.000    0.000    0.000    0.000 excel.py:51(__set__)
        1    0.000    0.000    0.000    0.000 excel.py:58(Extension)
        2    0.000    0.000    0.000    0.000 excel.py:67(_validate_archive)
        1    0.000    0.000    0.000    0.000 excel.py:68(ExtensionList)
        1    0.000    0.000    0.000    0.000 excel.py:78(Relation)
        1    0.000    0.000    0.000    0.000 excel.py:84(Base64Binary)
        1    0.000    0.000    0.000    0.000 excel.py:89(Guid)
        1    0.000    0.000    0.000    0.000 excel.py:94(CellRange)
        2    0.000    0.000    0.000    0.000 excel.py:99(__set__)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(IllegalCharacterError)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(NamedRangeException)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(SheetTitleException)
        1    0.000    0.000    0.000    0.000 exceptions.py:24(InvalidFileException)
        1    0.000    0.000    0.000    0.000 exceptions.py:28(ReadOnlyWorkbookException)
        1    0.000    0.000    0.000    0.000 exceptions.py:32(WorkbookAlreadySaved)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:7(CellCoordinatesException)
        1    0.000    0.000    0.002    0.002 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extended.py:22(DigSigBlob)
        1    0.000    0.000    0.000    0.000 extended.py:27(VectorLpstr)
        1    0.000    0.000    0.000    0.000 extended.py:32(VectorVariant)
        1    0.000    0.000    0.000    0.000 extended.py:37(ExtendedProperties)
        1    0.000    0.000    0.000    0.000 extended.py:4(<module>)
        1    0.000    0.000    0.000    0.000 external.py:105(ExternalDefinedName)
        1    0.000    0.000    0.000    0.000 external.py:123(ExternalBook)
        1    0.000    0.000    0.000    0.000 external.py:146(ExternalLink)
        1    0.000    0.000    0.000    0.000 external.py:29(ExternalCell)
        1    0.000    0.000    0.000    0.000 external.py:4(<module>)
        1    0.000    0.000    0.000    0.000 external.py:48(ExternalRow)
        1    0.000    0.000    0.000    0.000 external.py:63(ExternalSheetData)
        1    0.000    0.000    0.000    0.000 external.py:81(ExternalSheetDataSet)
        1    0.000    0.000    0.000    0.000 external.py:93(ExternalSheetNames)
        1    0.000    0.000    0.000    0.000 external_reference.py:11(ExternalReference)
        1    0.000    0.000    0.000    0.000 external_reference.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:108(Number)
        1    0.000    0.000    0.000    0.000 fields.py:15(Index)
        1    0.000    0.000    0.000    0.000 fields.py:161(Error)
        1    0.000    0.000    0.000    0.000 fields.py:214(Boolean)
        1    0.000    0.000    0.000    0.000 fields.py:243(Text)
        1    0.000    0.000    0.000    0.000 fields.py:27(Tuple)
        1    0.000    0.000    0.000    0.000 fields.py:296(DateTimeField)
        1    0.000    0.000    0.001    0.001 fields.py:3(<module>)
        1    0.000    0.000    0.000    0.000 fields.py:43(TupleList)
        1    0.000    0.000    0.000    0.000 fields.py:58(Missing)
        1    0.000    0.000    0.000    0.000 fill.py:105(__init__)
        1    0.000    0.000    0.000    0.000 fill.py:111(GradientStop)
        1    0.000    0.000    0.000    0.000 fill.py:150(LinearShadeProperties)
        1    0.000    0.000    0.000    0.000 fill.py:166(PathShadeProperties)
        1    0.000    0.000    0.000    0.000 fill.py:182(GradientFillProperties)
        1    0.000    0.000    0.000    0.000 fill.py:217(SolidColorFillProperties)
        1    0.000    0.000    0.000    0.000 fill.py:249(Blip)
        1    0.000    0.000    0.000    0.000 fill.py:358(TileInfoProperties)
        1    0.000    0.000    0.000    0.000 fill.py:383(BlipFillProperties)
        1    0.000    0.000    0.004    0.004 fill.py:4(<module>)
        1    0.000    0.000    0.000    0.000 fill.py:40(PatternFillProperties)
        1    0.000    0.000    0.000    0.000 fill.py:72(RelativeRect)
        1    0.000    0.000    0.000    0.000 fill.py:86(__init__)
        1    0.000    0.000    0.000    0.000 fill.py:98(StretchInfoProperties)
        1    0.000    0.000    0.000    0.000 fills.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fills.py:122(Stop)
        1    0.000    0.000    0.000    0.000 fills.py:162(StopList)
        1    0.000    0.000    0.000    0.000 fills.py:171(GradientFill)
        1    0.000    0.000    0.000    0.000 fills.py:51(Fill)
       57    0.000    0.000    0.002    0.000 fills.py:57(from_tree)
       57    0.000    0.000    0.000    0.000 fills.py:59(<listcomp>)
        1    0.000    0.000    0.000    0.000 fills.py:68(PatternFill)
       60    0.000    0.000    0.001    0.000 fills.py:84(__init__)
       57    0.000    0.000    0.002    0.000 fills.py:96(_from_tree)
        1    0.000    0.000    0.000    0.000 filters.py:106(ColorFilter)
        1    0.000    0.000    0.000    0.000 filters.py:121(DynamicFilter)
        1    0.000    0.000    0.000    0.000 filters.py:150(CustomFilter)
        1    0.000    0.000    0.000    0.000 filters.py:166(CustomFilters)
        1    0.000    0.000    0.000    0.000 filters.py:183(Top10)
        1    0.000    0.000    0.000    0.000 filters.py:204(DateGroupItem)
        1    0.000    0.000    0.001    0.001 filters.py:22(SortCondition)
        1    0.000    0.000    0.000    0.000 filters.py:235(Filters)
        1    0.000    0.000    0.000    0.000 filters.py:261(FilterColumn)
        1    0.000    0.000    0.000    0.000 filters.py:310(AutoFilter)
        2    0.000    0.000    0.000    0.000 filters.py:321(__init__)
        1    0.000    0.000    0.002    0.002 filters.py:4(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:55(SortState)
        1    0.000    0.000    0.000    0.000 filters.py:88(IconFilter)
      127    0.000    0.000    0.000    0.000 flags.py:47(__init__)
      128    0.000    0.000    0.000    0.000 flags.py:51(allows_duplicate_labels)
      128    0.000    0.000    0.000    0.000 flags.py:83(allows_duplicate_labels)
       61    0.002    0.000    0.011    0.000 fonts.py:101(from_tree)
        4    0.000    0.000    0.000    0.000 fonts.py:27(_no_value)
        1    0.000    0.000    0.000    0.000 fonts.py:32(Font)
        1    0.000    0.000    0.002    0.002 fonts.py:4(<module>)
       63    0.000    0.000    0.005    0.000 fonts.py:69(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1019(__init__)
        1    0.000    0.000    0.004    0.004 format.py:1131(to_csv)
        1    0.000    0.000    0.000    0.000 format.py:423(__init__)
        1    0.000    0.000    0.000    0.000 format.py:475(get_adjustment)
        1    0.000    0.000    0.000    0.000 format.py:560(__init__)
        1    0.000    0.000    0.000    0.000 format.py:629(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 format.py:633(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 format.py:661(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 format.py:666(_initialize_formatters)
        1    0.000    0.000    0.000    0.000 format.py:679(_initialize_justify)
        1    0.000    0.000    0.000    0.000 format.py:685(_initialize_columns)
        1    0.000    0.000    0.000    0.000 format.py:693(_initialize_colspace)
        1    0.000    0.000    0.000    0.000 format.py:717(_calc_max_cols_fitted)
        1    0.000    0.000    0.000    0.000 format.py:728(_calc_max_rows_fitted)
        1    0.000    0.000    0.000    0.000 format.py:747(_adjust_max_rows)
        2    0.000    0.000    0.000    0.000 format.py:761(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 format.py:785(truncate)
        1    0.000    0.000    0.000    0.000 formatting.py:1016(xf_epilogue)
        1    0.000    0.000    0.000    0.000 formatting.py:105(initialise_colour_map)
        1    0.000    0.000    0.000    0.000 formatting.py:1089(initialise_book)
